,domain_rank,spam_score,comments,type,Sentiment
74,0.187810983,0,0,bs,pos
75,0.187810983,0,0,bs,pos
76,0.187810983,0,0,bs,pos
77,0.187810983,0,0,bs,pos
78,0.187810983,0,0,bs,pos
79,0.187810983,0,0,bs,obj
80,0.187810983,0,0,bs,pos
81,0.187810983,0,0,bs,pos
82,0.187810983,0,0,bs,neg
83,0.187810983,0,0,bs,pos
84,0.187810983,0,0,bs,obj
85,0.187810983,0,0,bs,obj
86,0.187810983,0,0,bs,pos
87,0.187810983,0,0,bs,obj 
88,0.187810983,0,0,bs,pos
89,0.187810983,0,0,bs,pos
90,0.187810983,0,0,bs,neg
91,0.187810983,0,0,bs,obj
92,0.187810983,0,0,bs,obj
93,0.187810983,0,0,bs,obj
94,0.187810983,0,0,bs,neg
95,0.187810983,0,0,bs,obj
96,0.187810983,0,0,bs,neg
97,0.187810983,0,0,bs,obj 
98,0.187810983,0,0,bs,obj
99,0.187810983,0,0,bs,obj 
100,0.187810983,0,0,bs,obj
101,0.187810983,0,0,bs,pos
102,0.187810983,0,0,bs,neg
103,0.187810983,0,0,bs,obj 
104,0.187810983,0,0,bs,obj
105,0.187810983,0,0,bs,obj
106,0.187810983,0,0,bs,pos
107,0.187810983,0,0,bs,pos
108,0.187810983,0,0,bs,pos
109,0.187810983,0,0,bs,pos
110,0.187810983,0,0,bs,pos
111,0.187810983,0,0,bs,pos
112,0.187810983,0,0,bs,pos
113,0.187810983,0,0,bs,pos
114,0.187810983,0,0,bs,pos
115,0.187810983,0,0,bs,pos
116,0.187810983,0,0,bs,pos
117,0.187810983,0,0,bs,pos
118,0.187810983,0,0,bs,pos
119,0.187810983,0,0,bs,obj
120,0.187810983,0,0,bs,obj
121,0.187810983,0,0,bs,obj 
122,0.187810983,0,0,bs,pos
123,0.187810983,0,0,bs,pos
124,0.187810983,0,0,bs,obj
125,0.187810983,0,0,bs,obj
126,0.187810983,0,0,bs,pos
127,0.187810983,0,0,bs,pos
128,0.187810983,0,0,bs,pos
129,0.187810983,0,0,bs,pos
130,0.187810983,0,0,bs,pos
131,0.187810983,0,0,bs,pos
132,0.187810983,0,0,bs,obj
133,0.187810983,0,0,bs,obj
134,0.187810983,0,0,bs,pos
135,0.187810983,0,0,bs,neg
136,0.376584684,0,0,conspiracy,obj
137,0.376584684,0,0,conspiracy,pos
138,0.376584684,0,0,conspiracy,obj
139,0.376584684,0,0,conspiracy,obj
140,0.376584684,0,0,conspiracy,pos
141,0.376584684,0,0,conspiracy,pos
142,0.376584684,0,0,conspiracy,pos
143,0.376584684,0,0,conspiracy,obj
144,0.376584684,0,0,conspiracy,pos
145,0.376584684,0,0,conspiracy,pos
146,0.376584684,0,0,conspiracy,neg
147,0.376584684,0,0,conspiracy,obj
148,0.376584684,0,0,conspiracy,obj
149,0.376584684,0,0,conspiracy,pos
150,0.376584684,0,0,conspiracy,obj
151,0.376584684,0,0,conspiracy,neg
152,0.376584684,0,0,conspiracy,obj 
153,0.376584684,0,0,conspiracy,neg
154,0.376584684,0,0,conspiracy,obj
155,0.376584684,0,0,conspiracy,obj
156,0.376584684,0,0,conspiracy,obj
157,0.376584684,0,0,conspiracy,pos
158,0.376584684,0,0,conspiracy,obj
159,0.376584684,0,0,conspiracy,pos
160,0.376584684,0,0,conspiracy,pos
161,0.376584684,0,0,conspiracy,neg
162,0.376584684,0,0,conspiracy,pos
163,0.376584684,0,0,conspiracy,pos
164,0.376584684,0,0,conspiracy,pos
165,0.376584684,0,0,conspiracy,pos
166,0.376584684,0,0,conspiracy,neg
167,0.376584684,0,0,conspiracy,pos
168,0.376584684,0,0,conspiracy,pos
169,0.376584684,0,0,conspiracy,pos
170,0.376584684,0,0,conspiracy,pos
171,0.376584684,0,0,conspiracy,pos
172,0.376584684,0,0,conspiracy,pos
173,0.376584684,0,0,conspiracy,pos
174,0.376584684,0,0,conspiracy,pos
175,0.376584684,0,0,conspiracy,neg
176,0.376584684,0,0,conspiracy,pos
177,0.376584684,0,0,conspiracy,pos
178,0.376584684,0,0,conspiracy,pos
179,0.376584684,0,0,conspiracy,pos
180,0.376584684,0,0,conspiracy,pos
181,0.376584684,0,0,conspiracy,obj 
182,0.376584684,0,0,conspiracy,pos
183,0.376584684,0,0,conspiracy,pos
184,0.376584684,0,0,conspiracy,pos
185,0.376584684,0,0,conspiracy,pos
186,0.376584684,0,0,conspiracy,pos
187,0.376584684,0,0,conspiracy,pos
188,0.376584684,0,0,conspiracy,pos
189,0.376584684,0,0,conspiracy,pos
190,0.376584684,0,0,conspiracy,pos
191,0.376584684,0,0,conspiracy,pos
192,0.376584684,0,0,conspiracy,pos
193,0.376584684,0,0,conspiracy,pos
194,0.376584684,0,0,conspiracy,pos
195,0.376584684,0,0,conspiracy,pos
196,0.376584684,0,0,conspiracy,pos
197,0.376584684,0,0,conspiracy,pos
198,0.376584684,0,0,conspiracy,pos
199,0.376584684,0,0,conspiracy,pos
200,0.376584684,0,0,conspiracy,pos
201,0.376584684,0,0,conspiracy,pos
202,0.376584684,0,0,conspiracy,neg
203,0.376584684,0,0,conspiracy,pos
204,0.376584684,0,0,conspiracy,pos
205,0.376584684,0,0,conspiracy,pos
206,0.376584684,0,0,conspiracy,pos
207,0.376584684,0,0,conspiracy,pos
208,0.376584684,0,0,conspiracy,pos
209,0.376584684,0.029,0,conspiracy,pos
210,0.376584684,0,0,conspiracy,pos
211,0.376584684,0,0,conspiracy,pos
212,0.376584684,0,0,conspiracy,neg
213,0.376584684,0,0,conspiracy,pos
214,0.376584684,0,0,conspiracy,pos
215,0.376584684,0,0,conspiracy,pos
216,0.376584684,0,0,conspiracy,pos
217,0.376584684,0,0,conspiracy,pos
218,0.376584684,0,0,conspiracy,pos
219,0.376584684,0,0,conspiracy,pos
220,0.376584684,0,0,conspiracy,pos
221,0.376584684,0,0,conspiracy,pos
222,0.376584684,0,0,conspiracy,pos
223,0.376584684,0,0,conspiracy,pos
224,0.376584684,0,0,conspiracy,pos
225,0.376584684,0,0,conspiracy,pos
226,0.376584684,0,0,conspiracy,pos
227,0.376584684,0,0,conspiracy,pos
228,0.376584684,0,0,conspiracy,obj 
229,0.376584684,0,0,conspiracy,pos
230,0.376584684,0,0,conspiracy,pos
231,0.376584684,0,0,conspiracy,neg
232,0.376584684,0,0,conspiracy,pos
233,0.376584684,0,0,conspiracy,pos
234,0.376584684,0,0,conspiracy,obj 
235,0.376584684,0,0,conspiracy,pos
236,0.058492688,0.096,0,bias,neg
237,0.058492688,0,0,bias,pos
238,0.058492688,0,0,bias,neg
239,0.058492688,0.033,0,bias,pos
240,0.058492688,0.001,0,bias,neg
241,0.058492688,0.02,0,bias,pos
242,0.058492688,0.039,0,bias,pos
243,0.058492688,0,1,bias,pos
244,0.058492688,0,0,bias,pos
245,0.058492688,0.435,0,bias,pos
246,0.058492688,0,0,bias,neg
247,0.058492688,0,0,bias,pos
248,0.058492688,0,0,bias,pos
249,0.058492688,0,0,bias,pos
250,0.058492688,0,0,bias,neg
251,0.058492688,0,0,bias,pos
252,0.058492688,0,0,bias,pos
253,0.058492688,0,0,bias,pos
254,0.058492688,0,0,bias,pos
255,0.058492688,0,0,bias,pos
256,0.794424346,0,0,bs,pos
257,0.261879427,0.008,0,bs,pos
258,0.261879427,0.012,0,bs,pos
259,0.037839865,0.052,0,bs,obj
260,0.037839865,0.059,0,bs,pos
261,0.037839865,0.109,0,bs,neg
262,0.95504616,0,0,bs,pos
263,0.95504616,0,0,bs,pos
264,0.95504616,0,0,bs,obj
265,0.95504616,0,0,bs,obj
266,0.95504616,0,0,bs,obj
267,0.95504616,0,0,bs,obj 
268,0.95504616,0,0,bs,neg
269,0.95504616,0,0,bs,neg
270,0.95504616,0,0,bs,pos
271,0.95504616,0,0,bs,obj
272,0.95504616,0,0,bs,obj
273,0.95504616,0,0,bs,pos
274,0.95504616,0,0,bs,neg
275,0.95504616,0,0,bs,obj
276,0.95504616,0,0,bs,neg
277,0.95504616,0,0,bs,neg
278,0.95504616,0,0,bs,obj
279,0.95504616,0,0,bs,obj
280,0.95504616,0,0,bs,obj
281,0.95504616,0,0,bs,obj
282,0.95504616,0,0,bs,pos
283,0.95504616,0,0,bs,obj
284,0.95504616,0,0,bs,obj
285,0.95504616,0,0,bs,pos
286,0.95504616,0,0,bs,obj 
287,0.95504616,0,0,bs,pos
288,0.95504616,0,0,bs,pos
289,0.95504616,0,0,bs,obj 
290,0.95504616,0,0,bs,pos
291,0.95504616,0,0,bs,pos
292,0.95504616,0,0,bs,obj
293,0.95504616,0,0,bs,obj
294,0.95504616,0,0,bs,pos
295,0.95504616,0,0,bs,obj
296,0.95504616,0,0,bs,obj
297,0.95504616,0,0,bs,obj
298,0.95504616,0,0,bs,obj
299,0.95504616,0,0,bs,obj
300,0.95504616,0,0,bs,obj
301,0.95504616,0,0,bs,obj
302,0.95504616,0,0,bs,obj
303,0.95504616,0,0,bs,pos
304,0.95504616,0,0,bs,neg
305,0.95504616,0,0,bs,obj
306,0.95504616,0,0,bs,obj
307,0.95504616,0,0,bs,obj
308,0.95504616,0,0,bs,pos
309,0.95504616,0,0,bs,pos
310,0.95504616,0,0,bs,obj
311,0.95504616,0,0,bs,pos
312,0.95504616,0,0,bs,neg
313,0.95504616,0,0,bs,obj
314,0.95504616,0,0,bs,obj
315,0.95504616,0,0,bs,obj
316,0.95504616,0,0,bs,obj
317,0.95504616,0,0,bs,pos
318,0.95504616,0,0,bs,obj
319,0.95504616,0,0,bs,obj
320,0.95504616,0,0,bs,obj
321,0.95504616,0,0,bs,obj
322,0.95504616,0,0,bs,neg
323,0.95504616,0,0,bs,obj
324,0.95504616,0,0,bs,obj
325,0.95504616,0,0,bs,obj 
326,0.95504616,0,0,bs,obj
327,0.95504616,0,0,bs,obj
328,0.95504616,0,0,bs,obj 
329,0.95504616,0,0,bs,obj
330,0.95504616,0,0,bs,obj
331,0.95504616,0,0,bs,pos
332,0.95504616,0,0,bs,pos
333,0.95504616,0,0,bs,obj
334,0.95504616,0,0,bs,obj
335,0.95504616,0,0,bs,obj
336,0.95504616,0,0,bs,pos
337,0.95504616,0,0,bs,obj
338,0.95504616,0,0,bs,pos
339,0.95504616,0,0,bs,obj 
340,0.95504616,0,0,bs,obj
341,0.95504616,0,0,bs,obj
342,0.95504616,0,0,bs,obj
343,0.95504616,0,0,bs,obj
344,0.95504616,0,0,bs,obj
345,0.95504616,0,0,bs,pos
346,0.95504616,0,0,bs,pos
347,0.95504616,0,0,bs,obj
348,0.95504616,0,0,bs,obj
349,0.95504616,0,0,bs,obj
350,0.95504616,0,0,bs,obj 
351,0.95504616,0,0,bs,obj
352,0.95504616,0,0,bs,obj
353,0.95504616,0,0,bs,pos
354,0.95504616,0,0,bs,obj
355,0.95504616,0,0,bs,obj
356,0.95504616,0,0,bs,obj
357,0.95504616,0,0,bs,obj
358,0.95504616,0,0,bs,pos
359,0.95504616,0,0,bs,pos
360,0.95504616,0,0,bs,pos
361,0.95504616,0,0,bs,neg
362,0.427243892,0.048,0,bs,pos
363,0.427243892,0,0,bs,pos
364,0.427243892,0,0,bs,pos
365,0.427243892,0,0,bs,pos
366,0.131669352,0,0,bs,pos
367,0.131669352,0,0,bs,pos
368,0.131669352,0,0,bs,pos
369,0.131669352,0.009,0,bs,pos
370,0.131669352,0,0,bs,neg
371,0.131669352,0,0,bs,pos
372,0.131669352,0,0,bs,pos
373,0.131669352,0,0,bs,pos
374,0.131669352,0,0,bs,obj 
375,0.131669352,0,0,bs,pos
376,0.131669352,0,0,bs,pos
377,0.131669352,0,0,bs,pos
378,0.131669352,0,0,bs,pos
379,0.131669352,0,0,bs,pos
380,0.131669352,0,0,bs,pos
381,0.131669352,0,0,bs,pos
382,0.131669352,0,0,bs,pos
383,0.131669352,0,0,bs,pos
384,0.131669352,0.11,0,bs,pos
385,0.131669352,0.11,0,bs,pos
386,0.131669352,0,0,bs,pos
387,0.131669352,0.034,0,bs,pos
388,0.131669352,0.294,0,bs,pos
389,0.131669352,0,0,bs,pos
390,0.131669352,0,0,bs,pos
391,0.131669352,0,0,bs,pos
392,0.131669352,0.002,0,bs,pos
393,0.131669352,0.006,0,bs,pos
394,0.131669352,0.299,0,bs,pos
395,0.131669352,0,0,bs,neg
396,0.131669352,0.022,0,bs,pos
397,0.131669352,0,0,bs,obj 
398,0.131669352,0.009,0,bs,obj
399,0.131669352,0,0,bs,neg
400,0.131669352,0,0,bs,pos
401,0.131669352,0,0,bs,pos
402,0.131669352,0,0,bs,neg
403,0.131669352,0,0,bs,neg
404,0.131669352,0,0,bs,neg
405,0.131669352,0,0,bs,pos
406,0.131669352,0,0,bs,obj
407,0.131669352,0,0,bs,neg
408,0.131669352,0,0,bs,neg
409,0.131669352,0,0,bs,pos
410,0.131669352,0,0,bs,pos
411,0.131669352,0,0,bs,obj
412,0.131669352,0,0,bs,pos
413,0.131669352,0.966,0,bs,pos
414,0.131669352,0.966,0,bs,pos
415,0.131669352,0.966,0,bs,neg
416,0.131669352,0.294,0,bs,pos
417,0.131669352,0.294,0,bs,pos
418,0.131669352,0,0,bs,pos
419,0.131669352,0.001,0,bs,pos
420,0.131669352,0,0,bs,pos
421,0.131669352,0,0,bs,neg
422,0.131669352,0.01,0,bs,neg
423,0.131669352,0,0,bs,pos
424,0.131669352,0.966,0,bs,pos
425,0.131669352,0,0,bs,obj
426,0.131669352,0.017,0,bs,pos
427,0.131669352,0,0,bs,obj 
428,0.131669352,0.181,0,bs,pos
429,0.131669352,0.006,0,bs,pos
430,0.131669352,0.022,0,bs,pos
431,0.131669352,0.022,0,bs,obj
432,0.131669352,0.062,0,bs,pos
433,0.131669352,0.077,0,bs,pos
434,0.131669352,0,0,bs,pos
435,0.131669352,0,0,bs,pos
436,0.131669352,0,0,bs,neg
437,0.131669352,0.59,0,bs,pos
438,0.131669352,0.966,0,bs,pos
439,0.131669352,0.966,0,bs,obj
440,0.131669352,0,0,bs,pos
441,0.131669352,0.002,0,bs,pos
442,0.131669352,0,0,bs,pos
443,0.131669352,0.024,0,bs,pos
444,0.131669352,0,0,bs,obj
445,0.131669352,0.001,0,bs,neg
446,0.131669352,0,0,bs,pos
447,0.131669352,0,0,bs,neg
448,0.131669352,0,0,bs,obj
449,0.131669352,0.007,0,bs,pos
450,0.131669352,0,0,bs,pos
451,0.131669352,0.689,0,bs,pos
452,0.131669352,0.006,0,bs,pos
453,0.131669352,0,0,bs,pos
454,0.131669352,0,0,bs,pos
455,0.131669352,0.001,0,bs,obj
456,0.131669352,0.024,0,bs,obj
457,0.131669352,0.002,0,bs,obj
458,0.131669352,0,0,bs,pos
459,0.131669352,0,0,bs,obj
460,0.131669352,0,0,bs,pos
461,0.131669352,0,0,bs,pos
462,0.131669352,0,0,bs,neg
463,0.131669352,0.007,0,bs,pos
464,0.131669352,0.966,0,bs,pos
465,0.131669352,0,0,bs,obj
466,0.496144063,0,0,bs,pos
467,0.496144063,0,0,bs,pos
468,0.496144063,0,0,bs,pos
469,0.496144063,0,0,bs,obj
470,0.496144063,0,0,bs,obj
471,0.496144063,0,0,bs,pos
472,0.496144063,0,0,bs,pos
473,0.496144063,0,0,bs,neg
474,0.496144063,0,0,bs,neg
475,0.496144063,0,0,bs,pos
476,0.496144063,0,0,bs,pos
477,0.496144063,0,0,bs,pos
478,0.496144063,0,0,bs,obj
479,0.496144063,0,0,bs,neg
480,0.496144063,0,0,bs,pos
481,0.496144063,0,0,bs,obj
482,0.496144063,0,0,bs,pos
483,0.496144063,0,0,bs,pos
484,0.496144063,0,0,bs,pos
485,0.496144063,0,0,bs,neg
486,0.496144063,0,0,bs,pos
487,0.496144063,0,0,bs,pos
488,0.496144063,0,0,bs,obj
489,0.496144063,0,0,bs,pos
490,0.496144063,0,0,bs,obj 
491,0.496144063,0,0,bs,pos
492,0.496144063,0,0,bs,pos
493,0.496144063,0,0,bs,pos
494,0.496144063,0,0,bs,pos
495,0.496144063,0,0,bs,pos
496,0.496144063,0,0,bs,obj
497,0.496144063,0,0,bs,neg
498,0.496144063,0,0,bs,neg
499,0.496144063,0,0,bs,pos
500,0.496144063,0,0,bs,pos
501,0.496144063,0,0,bs,pos
502,0.496144063,0,0,bs,pos
503,0.496144063,0,0,bs,pos
504,0.496144063,0,0,bs,pos
505,0.496144063,0,0,bs,pos
506,0.496144063,0,0,bs,pos
507,0.496144063,0,0,bs,pos
508,0.496144063,0,0,bs,obj
509,0.496144063,0,0,bs,pos
510,0.496144063,0,0,bs,pos
511,0.496144063,0,0,bs,pos
512,0.496144063,0,0,bs,obj 
513,0.496144063,0,0,bs,pos
514,0.496144063,0,0,bs,pos
515,0.496144063,0,0,bs,neg
516,0.496144063,0,0,bs,pos
517,0.496144063,0,0,bs,pos
518,0.496144063,0,0,bs,pos
519,0.496144063,0,0,bs,pos
520,0.496144063,0,0,bs,pos
521,0.496144063,0,0,bs,pos
522,0.496144063,0,0,bs,pos
523,0.496144063,0,0,bs,pos
524,0.496144063,0,0,bs,neg
525,0.496144063,0,0,bs,neg
526,0.496144063,0,0,bs,neg
527,0.496144063,0,0,bs,pos
528,0.496144063,0,0,bs,pos
529,0.496144063,0,0,bs,pos
530,0.496144063,0,0,bs,pos
531,0.496144063,0,0,bs,pos
532,0.496144063,0,0,bs,neg
533,0.496144063,0,0,bs,pos
534,0.496144063,0,0,bs,pos
535,0.496144063,0,0,bs,pos
536,0.496144063,0,0,bs,pos
537,0.496144063,0,0,bs,pos
538,0.496144063,0,0,bs,pos
539,0.496144063,0,0,bs,pos
540,0.496144063,0,0,bs,pos
541,0.496144063,0,0,bs,pos
542,0.496144063,0,0,bs,pos
543,0.496144063,0,0,bs,pos
544,0.496144063,0,0,bs,pos
545,0.496144063,0,0,bs,pos
546,0.496144063,0,0,bs,pos
547,0.496144063,0,0,bs,pos
548,0.496144063,0,0,bs,neg
549,0.496144063,0,0,bs,pos
550,0.496144063,0,0,bs,pos
551,0.496144063,0,0,bs,obj
552,0.496144063,0,0,bs,obj
553,0.496144063,0,0,bs,neg
554,0.496144063,0,0,bs,pos
555,0.496144063,0,0,bs,pos
556,0.496144063,0,0,bs,neg
557,0.496144063,0,0,bs,pos
558,0.496144063,0,0,bs,neg
559,0.496144063,0,0,bs,pos
560,0.496144063,0,0,bs,pos
561,0.496144063,0,0,bs,pos
562,0.496144063,0,0,bs,neg
563,0.496144063,0,0,bs,neg
564,0.496144063,0,0,bs,pos
565,0.496144063,0,0,bs,neg
566,0.624307097,0,0,bs,pos
567,0.624307097,0,0,bs,pos
568,0.624307097,0,0,bs,obj
569,0.624307097,0,0,bs,pos
570,0.624307097,0,0,bs,neg
571,0.624307097,0,0,bs,pos
572,0.624307097,0,0,bs,pos
573,0.624307097,0,0,bs,neg
574,0.624307097,0,0,bs,pos
575,0.624307097,0,0,bs,pos
576,0.624307097,0,0,bs,obj
577,0.624307097,0,0,bs,pos
578,0.624307097,0,0,bs,pos
579,0.624307097,0,0,bs,pos
580,0.624307097,0,0,bs,obj
581,0.624307097,0,0,bs,neg
582,0.624307097,0,0,bs,neg
583,0.624307097,0,0,bs,pos
584,0.624307097,0,0,bs,neg
585,0.624307097,0,0,bs,neg
586,0.624307097,0,0,bs,obj
587,0.624307097,0,0,bs,pos
588,0.624307097,0,0,bs,pos
589,0.624307097,0,0,bs,neg
590,0.624307097,0,0,bs,neg
591,0.624307097,0,0,bs,neg
592,0.624307097,0,0,bs,pos
593,0.624307097,0,0,bs,pos
594,0.624307097,0,0,bs,pos
595,0.624307097,0,0,bs,pos
596,0.624307097,0,0,bs,pos
597,0.624307097,0,0,bs,pos
598,0.624307097,0,0,bs,pos
599,0.624307097,0,0,bs,obj
600,0.624307097,0,0,bs,pos
601,0.624307097,0,0,bs,pos
602,0.624307097,0,0,bs,pos
603,0.624307097,0,0,bs,neg
604,0.624307097,0,0,bs,neg
605,0.624307097,0.822,0,bs,pos
606,0.624307097,0,0,bs,pos
607,0.624307097,0,0,bs,pos
608,0.624307097,0,0,bs,pos
609,0.624307097,0,0,bs,pos
610,0.624307097,0,0,bs,pos
611,0.624307097,0,0,bs,pos
612,0.624307097,0,0,bs,pos
613,0.624307097,0,0,bs,pos
614,0.624307097,0,0,bs,pos
615,0.624307097,0,0,bs,pos
616,0.624307097,0,0,bs,pos
617,0.624307097,0,0,bs,pos
618,0.624307097,0,0,bs,pos
619,0.624307097,0,0,bs,pos
620,0.624307097,0,0,bs,pos
621,0.624307097,0,0,bs,pos
622,0.624307097,0,0,bs,pos
623,0.624307097,0,0,bs,pos
624,0.624307097,0,0,bs,pos
625,0.624307097,0,0,bs,pos
626,0.624307097,0,0,bs,pos
627,0.624307097,0,0,bs,pos
628,0.624307097,0,0,bs,neg
629,0.624307097,0,0,bs,pos
630,0.624307097,0,0,bs,pos
631,0.624307097,0,0,bs,pos
632,0.624307097,0,0,bs,pos
633,0.624307097,0,0,bs,obj
634,0.624307097,0,0,bs,pos
635,0.624307097,0,0,bs,pos
636,0.624307097,0,0,bs,pos
637,0.624307097,0,0,bs,pos
638,0.624307097,0,0,bs,neg
639,0.624307097,0,0,bs,pos
640,0.624307097,0,0,bs,pos
641,0.624307097,0,0,bs,pos
642,0.624307097,0,0,bs,pos
643,0.624307097,0,0,bs,pos
644,0.624307097,0,0,bs,pos
645,0.624307097,0,0,bs,neg
646,0.624307097,0,0,bs,neg
647,0.624307097,0,0,bs,pos
648,0.624307097,0,0,bs,pos
649,0.624307097,0,0,bs,neg
650,0.624307097,0,0,bs,pos
651,0.624307097,0,0,bs,pos
652,0.624307097,0,0,bs,neg
653,0.624307097,0,0,bs,neg
654,0.624307097,0,0,bs,pos
655,0.624307097,0,0,bs,pos
656,0.624307097,0,0,bs,pos
657,0.624307097,0,0,bs,neg
658,0.624307097,0,0,bs,pos
659,0.624307097,0,0,bs,pos
660,0.624307097,0,0,bs,neg
661,0.624307097,0,0,bs,obj
662,0.624307097,0,0,bs,pos
663,0.624307097,0,0,bs,pos
664,0.624307097,0,0,bs,pos
665,0.624307097,0,0,bs,pos
666,0.06748143,0.022,0,bs,pos
667,0.06748143,0.022,0,bs,pos
668,0.06748143,0.022,0,bs,obj
669,0.06748143,0.022,0,bs,neg
670,0.06748143,0.022,0,bs,obj
671,0.06748143,0.022,0,bs,pos
672,0.06748143,0,0,bs,pos
673,0.06748143,0,0,bs,pos
674,0.06748143,0,0,bs,pos
675,0.06748143,0,0,bs,pos
676,0.06748143,1,0,bs,pos
677,0.06748143,0,0,bs,pos
678,0.06748143,0.164,0,bs,pos
679,0.06748143,0,0,bs,pos
680,0.06748143,0.001,0,bs,pos
681,0.06748143,0.001,0,bs,pos
682,0.06748143,0,0,bs,neg
683,0.06748143,0.003,0,bs,pos
684,0.06748143,0,0,bs,pos
685,0.06748143,0,0,bs,pos
686,0.06748143,0,0,bs,pos
687,0.06748143,0,0,bs,pos
688,0.06748143,0,0,bs,pos
689,0.06748143,0,0,bs,pos
690,0.06748143,0,0,bs,pos
691,0.06748143,0,0,bs,neg
692,0.06748143,0,0,bs,pos
693,0.06748143,0.122,0,bs,pos
694,0.06748143,0.122,0,bs,pos
695,0.06748143,0.122,0,bs,pos
696,0.06748143,0,0,bs,pos
697,0.06748143,0.001,0,bs,neg
698,0.06748143,0.001,0,bs,pos
699,0.06748143,0.001,0,bs,obj
700,0.06748143,0.001,0,bs,obj
701,0.06748143,0.001,0,bs,pos
702,0.06748143,0.469,0,bs,neg
703,0.06748143,0.001,0,bs,obj
704,0.06748143,0,0,bs,pos
705,0.06748143,0,0,bs,neg
706,0.06748143,0.001,0,bs,neg
707,0.06748143,0,0,bs,neg
708,0.06748143,0,0,bs,pos
709,0.06748143,0.001,0,bs,neg
710,0.06748143,0,0,bs,obj
711,0.06748143,0,0,bs,obj
712,0.06748143,0.001,0,bs,neg
713,0.06748143,0,0,bs,pos
714,0.06748143,0.001,0,bs,
715,0.06748143,0.001,0,bs,
716,0.06748143,0,0,bs,
717,0.06748143,0,0,bs,
718,0.06748143,0,0,bs,
719,0.06748143,0,0,bs,
720,0.06748143,0.01,0,bs,
721,0.06748143,0,0,bs,
722,0.06748143,0,0,bs,
723,0.06748143,0,0,bs,
724,0.06748143,0,0,bs,
725,0.06748143,0,0,bs,
726,0.06748143,0.049,0,bs,
727,0.06748143,0.001,0,bs,
728,0.06748143,0.045,0,bs,
729,0.06748143,0,0,bs,
730,0.06748143,0.001,0,bs,
731,0.06748143,0.236,0,bs,
732,0.06748143,0.982,0,bs,
733,0.06748143,0.003,0,bs,
734,0.06748143,0.007,0,bs,
735,0.06748143,0.007,0,bs,
736,0.06748143,0.007,0,bs,
737,0.06748143,0.007,0,bs,
738,0.06748143,0.007,0,bs,
739,0.06748143,0.007,0,bs,
740,0.06748143,0.007,0,bs,
741,0.06748143,0.007,0,bs,
742,0.06748143,0.007,0,bs,
743,0.06748143,0.007,0,bs,
744,0.06748143,0.007,0,bs,
745,0.06748143,0.007,0,bs,
746,0.06748143,0.007,0,bs,
747,0.06748143,0.007,0,bs,
748,0.06748143,0.007,0,bs,
